transaction_id,category,amount(usd),merchant,job,hour,age,is_fraud
a8071cf11d7c841ea889896acb9f02fc,entertainment,65.4,fraud_Goldner-Lemke,Gaffer,15,40,0.0
0e362bbad7f4933151006f95667d77ca,grocery_pos,191.15,fraud_Cartwright-Harris,"Surveyor, land/geomatics",11,50,0.0
076b6ebeab66904b52757ebf93833c78,grocery_pos,103.86,fraud_Bogisich Inc,Tax inspector,11,34,0.0
3451aa87e60ef5593ee7fac5342a349f,kids_pets,42.31,fraud_Nolan-Williamson,Early years teacher,20,49,0.0
bd4248f2304d0083e9b37191673eddec,misc_pos,75.13,"fraud_Terry, Johns and Bins","Therapist, art",12,34,0.0
73512154b84bad33877342fdd4d73305,travel,1.81,"fraud_Hagenes, Hermann and Stroman","Doctor, general practice",17,63,0.0
1a21a9dfefe6179e328ac976539ba6d1,gas_transport,54.23,fraud_Friesen-D'Amore,"Sales professional, IT",6,32,0.0
83c03432b4650cb1b57362124b0fc5fc,grocery_net,54.25,fraud_Roob LLC,"Designer, ceramics/pottery",9,47,0.0
6d02f69d44ac853a0471523221f5e443,personal_care,318.74,fraud_Rolfson-Kunde,Television/film/video producer,22,65,0.0
a9bc1deb2a35121c0b9ff330c624ae0f,gas_transport,63.12,fraud_Harber Inc,Commercial horticulturist,7,50,0.0
5cb84e9bd0782474992243311fbd866b,shopping_pos,311.2,"fraud_Roob, Conn and Tremblay",Commercial horticulturist,16,34,0.0
5bcb5d5ec9b8d0e40b7b9df6aefe4d9b,shopping_pos,3.62,"fraud_Willms, Kris and Bergnaum","Engineer, mining",21,50,0.0
02f65f346b45aa30e22885adc05ec6bd,food_dining,47.65,"fraud_Kutch, Steuber and Gerhold",Building surveyor,6,87,0.0
0d271ad0e0be8cf7e3caaaa506a714d1,food_dining,2.01,fraud_Powlowski-Weimann,Insurance broker,14,40,0.0
50980f0c93ead1ebeeafefc2b8ce4174,grocery_pos,185.84,fraud_Schamberger-O'Keefe,Trade mark attorney,7,43,0.0
3e2e3854cc4a9cef6b4577a8f0b43da2,kids_pets,167.41,fraud_Waelchi-Wolf,Charity fundraiser,18,74,0.0
f9a5c912f0148d63bb60bd849c43aad7,personal_care,25.96,fraud_Gottlieb-Hansen,"Engineer, maintenance",12,66,0.0
9bb179ccd3b584b9f298004ffdffc100,shopping_pos,3.47,fraud_Lynch Ltd,Historic buildings inspector/conservation officer,23,27,0.0
c8a2d5d1a5da71c79553909ed6e4ed28,shopping_net,91.63,"fraud_Gottlieb, Considine and Schultz",Chartered loss adjuster,3,44,0.0
f4b0d533140e2cbe1d286c68a88a664d,shopping_pos,5.75,fraud_Lesch Ltd,"Engineer, mining",7,55,0.0
29127c5a33b63d7b3f8b4d0b53d3697a,personal_care,60.19,"fraud_Lubowitz, Terry and Stracke","Psychotherapist, child",23,18,0.0
2956261340a7144b7f0fd2ef4beaebc5,grocery_pos,47.69,fraud_Kuhic Inc,"Scientist, marine",7,49,0.0
b4a71493546399545ed7be437cac4f90,travel,12.07,fraud_Gislason Group,Building surveyor,14,27,0.0
0609e33a8080d4d53de9006cc2e06a19,misc_net,138.32,fraud_McGlynn-Heathcote,"Therapist, music",8,34,0.0
1ba6fd94033412270d39f838693de68d,gas_transport,69.03,fraud_Bins-Rice,Community pharmacist,9,58,0.0
f917c8a3d7746e7df2cc8b925fed3842,home,82.74,fraud_Jakubowski Inc,Accounting technician,17,55,0.0
18add3d0fd7c6b32901cd4c7eae8b63d,kids_pets,159.29,"fraud_Hauck, Dietrich and Funk",Musician,15,42,0.0
03577b7e2a021a327a9f7f51485172d1,misc_net,87.17,"fraud_Ferry, Lynch and Kautzer","Exhibitions officer, museum/gallery",7,27,0.0
b2a64f0d9e146323e872562a73539d2d,kids_pets,28.95,fraud_Bode-Schuster,"Librarian, academic",20,64,0.0
f3e9d4aa7fee5db66e27bd78ece761b6,shopping_pos,5.73,fraud_Conroy Ltd,Research scientist (life sciences),17,39,0.0
08ff96a304f37d9235317bd3bba6e635,grocery_pos,310.03,fraud_Doyle Ltd,Research scientist (physical sciences),22,41,1.0
01162ce3c53bf8b9cabda3608281a581,kids_pets,34.29,"fraud_Dare, Casper and Bartoletti",Clinical research associate,20,58,0.0
98da1ed352920251652717231dd8e4c0,grocery_net,44.02,"fraud_Towne, Walker and Borer",Barista,3,48,0.0
9237781a2791e6c80d39fd328537177f,home,65.31,fraud_Quitzon-Goyette,Mining engineer,14,47,0.0
3c6f7838cdb1ddf04bbf1e75eb18bde5,misc_net,6.18,fraud_Kris-Weimann,Building surveyor,6,85,0.0
f049f6d85451da6f905cb121290c9963,grocery_pos,73.98,fraud_Lockman Ltd,Senior tax professional/tax inspector,3,62,0.0
cf31f2a01b790b44334f649489ea51a3,grocery_pos,107.12,"fraud_Huel, Hammes and Witting",Call centre manager,5,64,0.0
0a709493dc23a89d4b9392167169a768,home,19.55,"fraud_Witting, Beer and Ernser",Amenity horticulturist,17,37,0.0
015f51fc42ea583b91801016092956c3,kids_pets,11.67,fraud_Hoppe-Parisian,"Therapist, occupational",18,71,0.0
718cf2600c1b44c2067b44cc8189efe3,grocery_net,47.41,fraud_Murray Ltd,"Scientist, audiological",11,50,0.0
f35a82b941f674f5f795202862026680,misc_net,7.4,fraud_Dooley-Thompson,Radio producer,0,49,0.0
aaacab7864c5d71a32bd04e30c07bfd9,food_dining,3.24,fraud_Schuppe-Schuppe,"Investment banker, operational",17,35,0.0
e3643001e478c5a73a1f0d972edaa972,food_dining,152.13,fraud_Daugherty-Thompson,Immunologist,23,25,0.0
d23ac6883f7a3ac90de60afaa6aca8b0,gas_transport,59.26,"fraud_Stroman, Hudson and Erdman",Music tutor,8,57,0.0
184edce1a05810cb35234ba12d8fe494,gas_transport,84.99,"fraud_Reilly, Heaney and Cole","Engineer, biomedical",4,76,0.0
0f2fe7ca9719a94acd4f8f89e576a3a2,gas_transport,64.01,fraud_Brekke and Sons,Secondary school teacher,0,86,0.0
a76753fbf80179c03099af6fd851ce83,kids_pets,174.7,fraud_Daugherty LLC,Soil scientist,17,56,0.0
224d1a84cd1148a202c0086dd63315a1,shopping_pos,806.06,fraud_Torphy-Goyette,"Engineer, biomedical",23,76,1.0
ed7ed8d6bebb7101b2d8ab3f8b8fbf56,grocery_pos,207.51,fraud_Wolf Inc,Music therapist,3,38,0.0
ad53ef28c8dd123d987d055487366739,kids_pets,34.09,fraud_Waelchi Inc,"Sales professional, IT",15,51,0.0
90f24fea8723909c39bd477fbe90fa4a,kids_pets,46.56,fraud_Lubowitz-Walter,Horticultural therapist,23,40,0.0
85c1ce560f4d8c45998db2d6fd132a8e,entertainment,91.78,"fraud_Hoppe, Harris and Bednar",Chief Strategy Officer,13,55,0.0
905e7f53c57e5f4b7f44a4b88dcdaf1d,gas_transport,63.87,"fraud_Reilly, Heaney and Cole",Building surveyor,4,85,0.0
8496016598a2906c537d74116e9016e0,kids_pets,106.51,fraud_Hoppe-Parisian,Fine artist,13,37,0.0
2e929d4cc7dab16df94deaa172d209ae,grocery_net,34.91,fraud_Trantow PLC,Field seismologist,3,36,0.0
3fa4beb17627bc2328d0f7e3eb047d63,shopping_pos,135.9,fraud_Pouros-Conroy,Insurance risk surveyor,11,35,0.0
bfcf0e87b5bee02645fc76e5a0fcbfda,food_dining,57.2,fraud_Zboncak Ltd,Airline pilot,19,37,0.0
a0644782fb74de5b6484d0c69a46f2db,misc_net,474.47,fraud_Kerluke PLC,Quarry manager,1,91,0.0
21984f423c00ca18a7f50386ffdf9b5f,grocery_pos,123.03,fraud_Kiehn Inc,Medical physicist,9,62,0.0
136ca028f201b1b61da941cb556c51e4,kids_pets,60.72,fraud_Bode-Schuster,Film/video editor,22,32,0.0
f01d49c252f4717c0c3688797de4ec34,travel,384.23,fraud_Tromp Group,Naval architect,14,34,0.0
9e3e5a9d7837db7b9a61a94174c3ed62,misc_net,8.34,fraud_Bogisich-Homenick,Financial adviser,6,54,0.0
26a1b33c1a675725139eafb17a320bf8,shopping_pos,9.05,fraud_Pouros-Conroy,Special educational needs teacher,23,50,0.0
ba353eeff904314998477a82d9ea908b,travel,6.69,fraud_Kessler Inc,Archaeologist,23,28,0.0
0b7c3294d148245a1b145cfac47d62b3,home,159.04,fraud_Champlin and Sons,Art therapist,16,49,0.0
2706cbf6320d8d0c06fe04f477028d4b,entertainment,474.73,fraud_Kling-Ernser,Paediatric nurse,12,41,0.0
57ab8d651dc0a021d71a9caab7205211,travel,566.26,fraud_Kris-Kertzmann,Administrator,13,39,0.0
6f0c98689a10aa632c811fe3b823e9a3,grocery_pos,81.04,fraud_Padberg-Welch,"Loss adjuster, chartered",3,48,0.0
9804f622386dfd577654c2ea818cbe21,shopping_net,25.83,fraud_Boyer-Reichert,Petroleum engineer,17,35,0.0
bd14c0c2e79d927810e663864dbaad98,food_dining,4.01,fraud_O'Hara-Wilderman,Energy manager,18,25,0.0
e2a77575da6e99b6fa88cee520150673,shopping_pos,27.68,fraud_Denesik and Sons,Structural engineer,21,37,0.0
690faa2fb8fac9d5c6b4716cbb38e22f,shopping_pos,114.29,fraud_Macejkovic-Lesch,Podiatrist,14,50,0.0
9a8fb3c031ca6d4fedef4232cdbf2fd1,entertainment,49.18,"fraud_Larkin, Stracke and Greenfelder",Energy engineer,23,61,0.0
fe4ed27baba3a56402b9a96d8c6dbd85,shopping_net,1.01,fraud_Schumm PLC,Science writer,1,58,0.0
523ab264f0ba8685a7b9860e441512c5,personal_care,6.76,fraud_Kirlin and Sons,Higher education careers adviser,15,54,0.0
0faf4c106575b8c0c984c69abca90b8e,kids_pets,51.97,fraud_Daugherty LLC,Petroleum engineer,13,42,0.0
2fb76e52b3f7160062569b2506538914,gas_transport,60.86,fraud_Torp-Labadie,"Producer, television/film/video",9,50,0.0
a88cb37a35994d41045cae6a697c540d,food_dining,143.53,fraud_Zboncak Ltd,Higher education careers adviser,9,54,0.0
2b23711db94578234aca46f9e6e4521a,personal_care,10.56,fraud_Bartoletti and Sons,"Librarian, academic",15,58,0.0
5241edfca42bc4bc7c77452fc4b9019f,grocery_pos,114.06,fraud_Cartwright-Harris,Exhibition designer,9,48,0.0
b7a0a9301332442415f3b040ddac3cde,grocery_net,56.91,fraud_Hintz-Bruen,"Scientist, research (physical sciences)",1,46,0.0
659ce0238fa8b9f817e1467cad60f512,shopping_pos,6.92,fraud_Torphy-Goyette,Claims inspector/assessor,16,24,0.0
decfdb2247f66d55de40f4b9f753f25c,health_fitness,72.1,fraud_Waters-Cruickshank,Futures trader,12,49,0.0
d9cfe333404d75427e3a62d0ecab76e8,gas_transport,49.77,"fraud_Schaefer, Maggio and Daugherty","Therapist, horticultural",7,27,0.0
eef622cfbe22bd2710b36ee8b1e55c68,food_dining,7.52,"fraud_Graham, Hegmann and Hammes","Librarian, academic",13,67,0.0
6adde3ce5d333141b5887e21891b3892,home,68.7,"fraud_Schiller, Blanda and Johnson",Database administrator,19,60,0.0
78a82bf2802a6759b29fbc7b9c6bdfb5,grocery_net,58.32,fraud_Trantow PLC,"Librarian, public",11,52,0.0
0f184a80c728f8b70b93e3f9e75bb61c,shopping_net,6.88,fraud_Auer-West,Radio producer,4,66,0.0
bbd57dc2bdd3a719a120c53a13782b23,grocery_pos,101.07,fraud_Bailey-Morar,Local government officer,4,68,0.0
83af5271db8ac23d9fd6f4342ec4cf59,entertainment,64.02,fraud_Effertz LLC,Clothing/textile technologist,17,48,0.0
e6063a890cfc7b6cc8e252260f654933,gas_transport,81.25,"fraud_Reilly, Heaney and Cole",Advertising account planner,1,40,0.0
8db42c98230b73dd1894c0a640d0ae51,shopping_pos,8.28,fraud_Barrows PLC,Radio broadcast assistant,18,33,0.0
da2362a0f4d423111427b23159aae267,home,46.09,fraud_Kutch-Ferry,Occupational psychologist,16,50,0.0
849825484c205a6945b6030075fb235f,entertainment,22.07,fraud_Upton PLC,"Engineer, land",18,33,0.0
247be66eb462af557c2b0b71a35d8bcf,personal_care,11.87,"fraud_Roberts, Ryan and Smith",IT consultant,23,33,0.0
d3cd8cea82222dd8f6fd8761d0b1ab28,shopping_net,99.96,fraud_Goyette Inc,Clothing/textile technologist,8,48,0.0
4943642e57c15eb5987ece598008e7d5,personal_care,44.58,fraud_Marvin-Lind,Pathologist,16,48,0.0
e05c09c43c2615dd23f0cdf56565c9f3,shopping_net,5.28,"fraud_Streich, Dietrich and Barton",Ceramics designer,21,22,0.0
4824e7d0b34286fc3d14678fbb6ec913,misc_pos,12.43,fraud_Thiel PLC,Scientific laboratory technician,13,38,0.0
efcddf92a2fed205a4e8649f07b0abba,home,24.41,fraud_Kutch-Ferry,Comptroller,14,35,0.0
4e062474a7de9e23d3709fc4edfa4d09,gas_transport,46.78,"fraud_Olson, Becker and Koch","Geologist, engineering",6,65,0.0
0056194cd3e05d84a53c5ddff4d524c4,kids_pets,6.47,fraud_Beer-Jast,"Scientist, research (physical sciences)",16,46,0.0
3176d5a37745105963e92cb9719f93f3,gas_transport,32.16,fraud_Cummerata-Jones,Psychiatrist,3,73,0.0
3eea416dff6cb04bd530a45306c3dbea,shopping_pos,8.36,fraud_Botsford Ltd,"Engineer, automotive",13,48,0.0
fb97a4a9b9f2761d691f8ec318b591eb,shopping_net,9.66,fraud_Ankunding LLC,Immunologist,18,25,0.0
c12a724e6a15c0ca4786c17c8ff7c520,shopping_pos,82.01,fraud_Dooley Inc,Heritage manager,6,56,0.0
262d7539438a920752ddedc8580b9e11,shopping_net,17.88,fraud_Mohr-Bayer,Illustrator,1,67,0.0
a6870f319f6bd3f003c396e43be9b910,grocery_pos,108.39,fraud_McDermott-Weimann,Lexicographer,5,32,0.0
609266415e84fa015adda389e9a14fb6,grocery_pos,148.66,fraud_Bailey-Morar,Television/film/video producer,4,65,0.0
853a5cc1be217cf06faa51cbe8cbc7ff,home,79.2,fraud_Berge-Ullrich,Film/video editor,19,47,0.0
eb859b6708471892b49fc7da02666955,grocery_pos,127.61,"fraud_Kovacek, Dibbert and Ondricka","Engineer, production",3,73,0.0
3c3e479a865a691fa9c5f389d39b0897,kids_pets,32.66,fraud_Barton LLC,Immunologist,23,50,0.0
b4a62f24d30f576a09ded257e9edcecc,kids_pets,14.69,fraud_Bednar PLC,Early years teacher,16,50,0.0
230a0ef9745dbe71f8216cc12635b4a9,gas_transport,73.67,fraud_Ledner-Pfannerstill,Market researcher,0,49,0.0
2845f98b459897d7ea552d2b3c6172e6,gas_transport,68.83,fraud_Huels-Hahn,Maintenance engineer,7,73,0.0
17ab8ea716df7b7e4562b7bacf5ebfb3,shopping_pos,1.26,fraud_Jast-McDermott,Media buyer,18,29,0.0
fc062f9c4cf80c4e2044ac6175dbc94d,kids_pets,80.72,"fraud_Metz, Russel and Metz","Therapist, horticultural",14,61,0.0
28b61eb208cd911476a53ada5ba85726,grocery_net,55.08,fraud_Wiegand-Lowe,"Editor, commissioning",8,43,0.0
5fa4b184c7e378a185dd308833a38e28,travel,9.58,"fraud_Schroeder, Wolff and Hermiston",Archivist,21,77,0.0
b675414dd8460dd949f3ba69e5810153,grocery_net,42.0,"fraud_Harris, Gusikowski and Heaney","Radiographer, diagnostic",7,30,0.0
34774fe6eeef5668a7f933cceb8769fa,kids_pets,100.35,fraud_Wilkinson PLC,"Therapist, occupational",14,71,0.0
b31155ecf7a60fa8e835e93372f46100,misc_net,1.22,fraud_Block-Parisian,Health physicist,6,51,0.0
ee8745af9472de83a50e83e751d9f445,shopping_net,2.21,"fraud_Streich, Dietrich and Barton","Journalist, newspaper",19,44,0.0
143d896f9cea8ee10058533a327e9051,grocery_net,66.39,"fraud_Morissette, Weber and Wiegand",Chief Executive Officer,0,44,0.0
0675d6db5ba728d6df17f14feb366bdf,health_fitness,28.23,fraud_Jacobi Inc,Control and instrumentation engineer,19,68,0.0
ec49ae2207b529eb8bc9874a8180c0c4,gas_transport,52.08,"fraud_Stroman, Hudson and Erdman","Engineer, petroleum",3,81,0.0
e92bc6d3848dea92b4e347cde3e1e864,food_dining,13.83,fraud_Powlowski-Weimann,Retail banker,22,67,0.0
5d1755875832ceee32ab3898b447e6ce,grocery_pos,180.21,fraud_Cartwright-Harris,Health service manager,0,60,0.0
494cd2f32f9124f4383a87b346459aab,misc_pos,425.99,fraud_Hermann-Gaylord,Statistician,2,31,0.0
5a8871c9bd2ffcdd3e92036d4dc992bd,kids_pets,14.97,fraud_Cartwright PLC,"Civil engineer, contracting",22,67,0.0
248986e5379785882b4a5ad6ce07e506,misc_net,93.63,"fraud_Rippin, Kub and Mann",Immigration officer,10,35,0.0
6971615e52688f77f9893816a3413b86,kids_pets,90.61,fraud_Ruecker-Mayert,Retail merchandiser,15,49,0.0
0e00abda98fdf2bb4ec713e4c566369b,health_fitness,75.95,fraud_Schroeder Group,"Loss adjuster, chartered",23,48,0.0
e7e68da10bd2c44bc59b84e3064d6cf0,gas_transport,67.62,"fraud_Eichmann, Bogan and Rodriguez",Amenity horticulturist,9,37,0.0
90029a78a9eb95e7f01e78d3b7dee592,entertainment,182.63,fraud_Kling-Ernser,Sub,17,42,0.0
4ed42765f54a63077b869745caea181c,gas_transport,55.29,fraud_Harris Inc,Early years teacher,4,50,0.0
0ac88d6a15b519b1d4596a0ab906ac56,shopping_pos,6.56,"fraud_Watsica, Haag and Considine",Surgeon,17,23,0.0
8a150cd6596f960ad7fd47ceb4668f7a,home,125.62,"fraud_Gutmann, McLaughlin and Wiza",Surgeon,12,23,0.0
f64b1cf12dfca614f397f1254bd548f4,gas_transport,49.38,fraud_Huels-Nolan,"Engineer, electronics",8,25,0.0
e0a3ce520bce0fd9bc5c397a40dbe042,grocery_pos,122.16,fraud_Lockman Ltd,Control and instrumentation engineer,3,68,0.0
87d251e0dd914aa2711d3301d725cc53,shopping_net,7.09,fraud_Schmidt and Sons,Magazine journalist,1,70,0.0
b3a74fa6a0fa73f9053e138c1b2086db,food_dining,114.19,"fraud_Feil, Hilpert and Koss","Surveyor, land/geomatics",16,50,0.0
8e3ddc46cf7dc9c78fcd9ffd4c1bfe26,home,85.09,fraud_Padberg-Sauer,Immigration officer,12,35,0.0
2c7ace852be4ae22c97c349f99f825f8,shopping_pos,119.94,"fraud_Swaniawski, Lowe and Robel",Research scientist (physical sciences),4,41,0.0
a4062d615a3ed4d69daf05acaa019dc2,misc_pos,39.03,fraud_Halvorson Group,Trading standards officer,9,48,0.0
bb6275160a41244c1afe7b1f7b857d7b,gas_transport,79.13,fraud_Corwin-Collins,Health visitor,11,39,0.0
420cc23e475d71bed60e1f8531b72976,shopping_net,1131.66,fraud_Auer-West,Geochemist,22,21,1.0
3e997a4c27b9ef23d2a348f73c78fc2f,home,172.72,"fraud_Koss, Hansen and Lueilwitz",IT trainer,22,32,0.0
ad156967ffca7b73af3dc5bd8d9551d7,misc_pos,8.65,fraud_Howe Ltd,"Administrator, arts",2,53,0.0
ec91f5e1d431e093b84787aa5e831b64,home,129.8,fraud_Terry Ltd,Lawyer,16,61,0.0
0b9730ea08cc245b03e4c7456f86d02f,grocery_pos,52.8,fraud_Bradtke PLC,Optometrist,3,38,0.0
a4c9285019f4904cd76f9cf943a17ab3,shopping_net,7.65,fraud_Predovic Inc,Herpetologist,20,49,0.0
4510caa99d171f6de3f75f2bc3d0a3c1,shopping_pos,7.49,"fraud_Bahringer, Schoen and Corkery",Audiological scientist,11,66,0.0
61b57028b8b8ef9d3e9877a3470f2106,shopping_net,6.5,"fraud_Kihn, Abernathy and Douglas","Copywriter, advertising",23,30,0.0
9632e4294a3915338fefe0ba866e6eb2,food_dining,8.86,fraud_Bechtelar-Rippin,"Production assistant, radio",14,62,0.0
931288212f27c50dffd9a3721ae1e1a9,misc_pos,1.08,fraud_Roberts-Beahan,"Scientist, marine",14,49,0.0
6392b15458f83d4d9b00d1614e9a7d3c,gas_transport,63.75,fraud_Kutch LLC,Public librarian,0,48,0.0
2d8b4c0e2dfc3c59261416c93eb61497,grocery_pos,78.9,"fraud_Osinski, Ledner and Leuschke",Theatre director,0,74,0.0
c856fc70597c539eeb346e43498e469f,shopping_pos,2.5,fraud_Kris-Padberg,Audiological scientist,1,66,0.0
86e43c69293b65625be864885b4ffe5e,grocery_pos,97.02,fraud_Vandervort-Funk,Freight forwarder,11,46,0.0
7d584bfbf4864458d42f2fe7c884e5dd,entertainment,6.86,fraud_Howe PLC,Chartered public finance accountant,12,23,0.0
ddc297d76d4aa61d62ef881ae2a6d12b,home,90.84,fraud_Ernser-Feest,"Loss adjuster, chartered",22,48,0.0
0a15c029ee3c147942178674a5f47b1f,home,11.53,fraud_Gerhold LLC,Chief Financial Officer,16,62,0.0
04f5178204f174b53570a1f14ebfa937,shopping_pos,7.11,fraud_Jewess LLC,Music tutor,5,57,0.0
a19543e18be60ff74ceb7aa0f46f9e22,grocery_pos,148.12,fraud_Heidenreich PLC,Immunologist,9,50,0.0
bccdd92e494339ebb2efaecf25abd7ca,home,42.14,fraud_Medhurst Inc,"Therapist, art",18,34,0.0
eb89a2f3d1068ff68a5c80c9be2522e1,personal_care,29.72,"fraud_Walter, Hettinger and Kessler",Equality and diversity officer,23,82,0.0
616947b37cf92783f593d36e08555a1c,food_dining,59.42,fraud_Harris Group,"Surveyor, land/geomatics",13,50,0.0
76d0cd587e7c7245c6d6fa3279b1a563,shopping_pos,1.28,"fraud_Bernhard, Grant and Langworth","Editor, commissioning",15,43,0.0
076b704f7775299d7faeed4c9812375e,shopping_pos,12.78,fraud_Jast-McDermott,Magazine journalist,9,70,0.0
6480c328b3b034e8afc3292a4e541b49,shopping_pos,9.72,fraud_Turner and Sons,Accounting technician,7,55,0.0
300b7553cde24e7e00d69bb229d1885d,kids_pets,2.45,fraud_Goyette-Gerhold,Town planner,23,35,0.0
f1b3bbe273b79163c6ab3f0b68d5ac18,food_dining,152.5,fraud_Bernhard-Lesch,Make,15,89,0.0
795f6710878fe339ae252c5a43779fc9,gas_transport,57.69,fraud_Cummerata-Jones,Pensions consultant,4,26,0.0
0389e1d60d843901aab7a302cd7cfcf0,gas_transport,49.8,fraud_Huels-Hahn,Barrister,2,86,0.0
f987efc3afa6ca1d8c4084d112bac2d6,health_fitness,39.91,fraud_Reilly and Sons,Firefighter,23,49,0.0
ea2d6c7cbfa35a749b306123a936223e,misc_pos,1.03,"fraud_Boehm, Predovic and Reinger",Surgeon,14,23,0.0
2849204d10dfabe48a37f66f8eb77825,shopping_net,9.3,"fraud_Altenwerth, Cartwright and Koss","Psychologist, forensic",0,65,0.0
d90fb70166ad545f0407ed21b1821884,grocery_pos,112.6,fraud_Rutherford-Mertz,Production manager,10,37,0.0
3006165f294237213e607131c8705521,shopping_net,6.44,fraud_Hills-Witting,Systems developer,4,77,0.0
